PROJECT,WBS ID,DESCRIPTION,ALIAS,E,CAM,CHARGE #,RESP,PERF,YYYYMM,BCWS HRS/UTS,ACT HRS/UTS,BCWP HRS/UTS,ETC HRS/UTS,BCWS PRIME,BCWP PRIME,ACT PRIME,BCWS T DLRS,BCWP T DLRS,ACT T DLRS,ETC T DLRS,CLIN,CACLIN,E
LRIP8B,R811010Z-3J3M0030,AV SUST- INDUSTRIAL ENGINEERING,,W,HHX,LR811010Z,HHX,3J3M,201102,128.00,84.20,128.00,84.20,6074.88,6074.88,3685.59,23468.15,23468.15,13075.29,15437.64,,0017,L
LRIP8B,R811010Z-3J3M0030,AV SUST- INDUSTRIAL ENGINEERING,,W,HHX,LR811010Z,HHX,3J3M,201103,0.00,8.30,0.00,8.80,0.00,0.00,344.71,0.00,0.00,1222.92,1613.44,,0017,L
LRIP8B,R811010Z-3J3M0030,AV SUST- INDUSTRIAL ENGINEERING,,W,HHX,LR811010Z,HHX,3J3M,201110,0.00,0.80,0.00,0.00,0.00,0.00,30.73,0.00,0.00,109.02,0.00,,0017,L
LRIP8B,R811010Z-4J4G0030,AV SUST- ME PALMDALE LIASION SUPPORT,,W,HHX,LR811010Z,HHX,4J4G,201101,1152.00,830.00,1152.00,830.00,51701.76,51701.76,35204.26,199731.43,199731.43,124893.39,143903.72,,0017,L
LRIP8B,R811010Z-4J4G0030,AV SUST- ME PALMDALE LIASION SUPPORT,,W,HHX,LR811010Z,HHX,4J4G,201102,960.00,764.00,960.00,764.00,43084.80,43084.80,32787.09,166442.86,166442.86,116318.05,132460.78,,0017,L
LRIP8B,R811010Z-4J4G0030,AV SUST- ME PALMDALE LIASION SUPPORT,,W,HHX,LR811010Z,HHX,4J4G,201103,0.00,48.00,0.00,49.00,0.00,0.00,2104.92,0.00,0.00,7467.58,8495.52,,0017,L
LRIP8B,R811010Z-4J4G0030,AV SUST- ME PALMDALE LIASION SUPPORT,,W,HHX,LR811010Z,HHX,4J4G,201104,0.00,44.61,0.00,0.00,0.00,0.00,1734.53,0.00,0.00,6153.55,0.00,,0017,L
LRIP8B,R811010Z-4J4G0030,AV SUST- ME PALMDALE LIASION SUPPORT,,W,HHX,LR811010Z,HHX,4J4G,201110,0.00,40.00,0.00,0.00,0.00,0.00,1514.00,0.00,0.00,5371.19,0.00,,0017,L
LRIP8B,R811010Z-811H0030,AV SUST- LIAISON ENG. SUPPORT,,W,HBX,LR811010Z,HBX,811H,201101,230.40,145.00,230.40,145.00,12360.96,12360.96,8200.42,33701.77,33701.77,21670.39,21209.88,,0017,L
LRIP8B,R811010Z-811H0030,AV SUST- LIAISON ENG. SUPPORT,,W,HBX,LR811010Z,HBX,811H,201102,192.00,230.40,192.00,230.40,10300.80,10300.80,11757.56,28084.81,28084.81,31070.47,33701.77,,0017,L
LRIP8B,R811010Z-811H0030,AV SUST- LIAISON ENG. SUPPORT,,W,HBX,LR811010Z,HBX,811H,201103,0.00,1.00,0.00,18.50,0.00,0.00,48.19,0.00,0.00,127.35,2706.09,,0017,L
LRIP8B,R811010Z-811H0030,AV SUST- LIAISON ENG. SUPPORT,,W,HBX,LR811010Z,HBX,811H,201104,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0017,L
LRIP8B,R811010Z-813H0030,AV SUST- LIAISON ENG SUPPORT,,W,HDX,LR811010Z,HDX,813H,201101,788.00,467.50,788.00,467.50,42276.20,42276.20,25889.03,115264.74,115264.74,68414.22,68383.58,,0017,L
LRIP8B,R811010Z-813H0030,AV SUST- LIAISON ENG SUPPORT,,W,HDX,LR811010Z,HDX,813H,201102,663.00,800.20,663.00,801.00,35569.95,35569.95,42753.13,96980.36,96980.36,112979.21,117166.31,,0017,L
LRIP8B,R811010Z-813H0030,AV SUST- LIAISON ENG SUPPORT,,W,HDX,LR811010Z,HDX,813H,201103,0.00,55.00,0.00,40.00,0.00,0.00,3112.72,0.00,0.00,8225.66,5851.00,,0017,L
LRIP8B,R811010Z-813H0030,AV SUST- LIAISON ENG SUPPORT,,W,HDX,LR811010Z,HDX,813H,201104,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0017,L
LRIP8B,R811010Z-813H0030,AV SUST- LIAISON ENG SUPPORT,,W,HDX,LR811010Z,HDX,813H,201108,0.00,215.00,0.00,0.00,0.00,0.00,12631.35,0.00,0.00,33379.54,0.00,,0017,L
LRIP8B,R811010Z-813H0030,AV SUST- LIAISON ENG SUPPORT,,W,HDX,LR811010Z,HDX,813H,201110,0.00,5.30,0.00,0.00,0.00,0.00,483.22,0.00,0.00,1276.95,0.00,,0017,L
LRIP8B,R811010Z-814H0030,"SUSTAINING, EQUIP INTALL IPT, M AND P",,W,HEX,LR811010Z,HEX,814H,201101,76.80,67.90,76.80,67.90,4120.32,4120.32,3760.40,11233.92,11233.92,9937.21,9932.08,,0017,L
LRIP8B,R811010Z-814H0030,"SUSTAINING, EQUIP INTALL IPT, M AND P",,W,HEX,LR811010Z,HEX,814H,201102,64.00,32.80,64.00,32.80,3433.60,3433.60,2029.81,9361.60,9361.60,5363.97,4797.82,,0017,L
LRIP8B,R811010Z-814H0030,"SUSTAINING, EQUIP INTALL IPT, M AND P",,W,HEX,LR811010Z,HEX,814H,201104,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0017,L
LRIP8B,R811010Z-815H0030,AV SUST- LIAISON ENG SUPPORT,,W,HEX,LR811010Z,HEX,814H,201101,115.20,97.20,115.20,97.20,6180.48,6180.48,5280.31,16850.89,16850.89,13953.72,14217.93,,0017,L
LRIP8B,R811010Z-815H0030,AV SUST- LIAISON ENG SUPPORT,,W,HEX,LR811010Z,HEX,814H,201102,96.00,145.20,96.00,145.20,5150.40,5150.40,8029.25,14042.40,14042.40,21218.06,21239.14,,0017,L
LRIP8B,R811010Z-815H0030,AV SUST- LIAISON ENG SUPPORT,,W,HEX,LR811010Z,HEX,814H,201103,0.00,6.50,0.00,10.00,0.00,0.00,419.13,0.00,0.00,1107.59,1462.75,,0017,L
LRIP8B,R811010Z-816H0030,AV SUST- LIAISON ENGR SUPPORT,,W,HHX,LR811010Z,HHX,816H,201101,1248.00,951.40,1248.00,951.40,66955.20,66955.20,46644.02,182551.26,182551.26,123261.25,139166.08,,0017,L
LRIP8B,R811010Z-816H0030,AV SUST- LIAISON ENGR SUPPORT,,W,HHX,LR811010Z,HHX,816H,201102,1040.00,1116.90,1040.00,1116.90,55796.00,55796.00,56246.66,152126.05,152126.05,148637.14,163374.60,,0017,L
LRIP8B,R811010Z-816H0030,AV SUST- LIAISON ENGR SUPPORT,,W,HHX,LR811010Z,HHX,816H,201103,0.00,78.00,0.00,132.50,0.00,0.00,4173.46,0.00,0.00,11028.76,19381.44,,0017,L
LRIP8B,R811010Z-816H0030,AV SUST- LIAISON ENGR SUPPORT,,W,HHX,LR811010Z,HHX,816H,201104,0.00,-81.50,0.00,0.00,0.00,0.00,-4489.45,0.00,0.00,-11863.80,0.00,,0017,L
LRIP8B,R811010Z-816H0030,AV SUST- LIAISON ENGR SUPPORT,,W,HHX,LR811010Z,HHX,816H,201108,0.00,90.70,0.00,0.00,0.00,0.00,3114.91,0.00,0.00,8231.45,0.00,,0017,L
LRIP8B,R811010Z-816H0030,AV SUST- LIAISON ENGR SUPPORT,,W,HHX,LR811010Z,HHX,816H,201110,0.00,1026.40,0.00,0.00,0.00,0.00,57693.94,0.00,0.00,152461.72,0.00,,0017,L
LRIP8B,R811010Z-817H0030,AV SUST- LIAISON ENGR SUPPORT,,W,HDX,LR811010Z,HDX,817H,201101,307.20,209.00,307.20,209.00,16481.28,16481.28,9720.24,44935.69,44935.69,19864.66,30571.49,,0017,L
LRIP8B,R811010Z-817H0030,AV SUST- LIAISON ENGR SUPPORT,,W,HDX,LR811010Z,HDX,817H,201102,256.00,186.00,256.00,186.00,13734.40,13734.40,8059.48,37446.41,37446.41,16470.67,27207.16,,0017,L
LRIP8B,R811010Z-817H0030,AV SUST- LIAISON ENGR SUPPORT,,W,HDX,LR811010Z,HDX,817H,201103,0.00,-4.00,0.00,12.00,0.00,0.00,-73.16,0.00,0.00,-149.51,1755.30,,0017,L
LRIP8B,R811010Z-817H0030,AV SUST- LIAISON ENGR SUPPORT,,W,HDX,LR811010Z,HDX,817H,201107,0.00,31.00,0.00,0.00,0.00,0.00,965.03,0.00,0.00,1972.17,0.00,,0017,L
LRIP8B,R811010Z-817H0030,AV SUST- LIAISON ENGR SUPPORT,,W,HDX,LR811010Z,HDX,817H,201108,0.00,181.40,0.00,0.00,0.00,0.00,9825.89,0.00,0.00,25965.85,0.00,,0017,L
LRIP8B,R811010Z-818H0030,AV SUST- LIAISON ENGR SUPPORT HARNESSES,,W,HEX,LR811010Z,HEX,816H,201101,960.00,923.00,960.00,923.00,51504.00,51504.00,48238.91,140424.05,140424.05,127475.90,135011.87,,0017,L
LRIP8B,R811010Z-818H0030,AV SUST- LIAISON ENGR SUPPORT HARNESSES,,W,HEX,LR811010Z,HEX,816H,201102,800.00,795.40,800.00,795.40,42920.00,42920.00,42278.20,117020.04,117020.04,111724.16,116347.17,,0017,L
LRIP8B,R811010Z-818H0030,AV SUST- LIAISON ENGR SUPPORT HARNESSES,,W,HEX,LR811010Z,HEX,816H,201103,0.00,19.50,0.00,35.00,0.00,0.00,1002.47,0.00,0.00,2649.12,5119.63,,0017,L
LRIP8B,R811010Z-818H0030,AV SUST- LIAISON ENGR SUPPORT HARNESSES,,W,HEX,LR811010Z,HEX,816H,201108,0.00,447.01,0.00,0.00,0.00,0.00,17959.05,0.00,0.00,63712.93,0.00,,0017,L
LRIP8B,R811010Z-819H0030,AV SUST- LIAISON ENGR SUPPORT,,W,HJX,LR811010Z,HJX,819H,201101,38.40,5.00,38.40,5.00,2060.16,2060.16,366.30,5616.96,5616.96,967.98,731.38,,0017,L
LRIP8B,R811010Z-819H0030,AV SUST- LIAISON ENGR SUPPORT,,W,HJX,LR811010Z,HJX,819H,201102,32.00,7.00,32.00,7.00,1716.80,1716.80,512.82,4680.80,4680.80,1355.18,1023.93,,0017,L
LRIP8B,R811010Z-KE10DKIT,LRIP DRAWING KIT FILE,,W,HHX,LR811010Z,HHX,KE10,201101,172.80,165.00,172.80,165.00,3794.69,3794.69,2718.37,10346.10,10346.10,7183.55,9879.09,,0017,L
LRIP8B,R811010Z-KE10DKIT,LRIP DRAWING KIT FILE,,W,HHX,LR811010Z,HHX,KE10,201102,144.00,155.50,144.00,155.50,3162.24,3162.24,2578.06,8621.75,8621.75,6812.77,9310.29,,0017,L
LRIP8B,R811010Z-KE10DKIT,LRIP DRAWING KIT FILE,,W,HHX,LR811010Z,HHX,KE10,201103,0.00,10.00,0.00,10.00,0.00,0.00,168.70,0.00,0.00,445.81,598.73,,0017,L
LRIP8B,R811010Z-KE10DKIT,LRIP DRAWING KIT FILE,,W,HHX,LR811010Z,HHX,KE10,201107,0.00,168.21,0.00,0.00,0.00,0.00,7802.55,0.00,0.00,20618.98,0.00,,0017,L
LRIP8B,R811010Z-KE10DKIT,LRIP DRAWING KIT FILE,,W,HHX,LR811010Z,HHX,KE10,201108,0.00,1.00,0.00,0.00,0.00,0.00,51.31,0.00,0.00,135.59,0.00,,0017,L
LRIP8B,R811010Z-KE10DKIT,LRIP DRAWING KIT FILE,,W,HHX,LR811010Z,HHX,KE10,201112,0.00,1.06,0.00,0.00,0.00,0.00,43.34,0.00,0.00,114.53,0.00,,0017,L
LRIP8B,R811010Z-KE10FOTO,LRIP PMC SITE PHOTOS,,W,HHX,LR811010Z,HHX,KE10,201101,24.96,20.00,24.96,20.00,548.12,548.12,750.00,1494.44,1494.44,1981.95,1197.47,,0017,L
LRIP8B,R811010Z-KE10FOTO,LRIP PMC SITE PHOTOS,,W,HHX,LR811010Z,HHX,KE10,201102,20.80,11.50,20.80,11.50,456.77,456.77,463.15,1245.36,1245.36,1223.92,688.54,,0017,L
LRIP8B,R811010Z-KE10FOTO,LRIP PMC SITE PHOTOS,,W,HHX,LR811010Z,HHX,KE10,201104,0.00,8.80,0.00,0.00,0.00,0.00,327.12,0.00,0.00,864.45,0.00,,0017,L
LRIP8B,R811010Z-ML290030,AV SUST- MEC LABOR,,W,H00,LR811010Z,H00,ML29,201101,130.00,218.00,130.00,218.00,5834.40,5834.40,7173.48,22539.14,22539.14,25449.20,37796.40,,0017,L
LRIP8B,R811010Z-ML290030,AV SUST- MEC LABOR,,W,H00,LR811010Z,H00,ML29,201102,130.00,177.00,130.00,177.00,5834.40,5834.40,5812.62,22539.14,22539.14,20621.31,30687.90,,0017,L
LRIP8B,R811010Z-ML290030,AV SUST- MEC LABOR,,W,H00,LR811010Z,H00,ML29,201106,0.00,1.00,0.00,0.00,0.00,0.00,34.70,0.00,0.00,123.10,0.00,,0017,L
LRIP8B,R811010Z-ML290030,AV SUST- MEC LABOR,,W,H00,LR811010Z,H00,ML29,201108,0.00,9.00,0.00,0.00,0.00,0.00,536.79,0.00,0.00,1418.52,0.00,,0017,L
LRIP8B,R811010Z-3J4A0030,AV SUST- ME- COMPOSITE SYSTEMS,,W,HEX,LR811010Z,HEX,3J4A,201101,192.00,190.10,192.00,190.10,8616.96,8616.96,5670.00,33288.57,33288.57,20115.34,32959.15,,0017,L
LRIP8B,R811010Z-3J4A0030,AV SUST- ME- COMPOSITE SYSTEMS,,W,HEX,LR811010Z,HEX,3J4A,201102,160.00,179.80,160.00,179.80,7180.80,7180.80,5582.02,27740.48,27740.48,19803.21,31173.36,,0017,L
LRIP8B,R811010Z-3J4A0030,AV SUST- ME- COMPOSITE SYSTEMS,,W,HEX,LR811010Z,HEX,3J4A,201103,0.00,1.00,0.00,10.00,0.00,0.00,27.79,0.00,0.00,98.59,1733.78,,0017,L
LRIP8B,R811010Z-3J4A0030,AV SUST- ME- COMPOSITE SYSTEMS,,W,HEX,LR811010Z,HEX,3J4A,201104,0.00,2.50,0.00,0.00,0.00,0.00,73.69,0.00,0.00,261.43,0.00,,0017,L
LRIP8B,R811010Z-3J4A0030,AV SUST- ME- COMPOSITE SYSTEMS,,W,HEX,LR811010Z,HEX,3J4A,201111,0.00,12.00,0.00,0.00,0.00,0.00,620.76,0.00,0.00,2202.26,0.00,,0017,L
LRIP8B,R811010Z-4J3G0030,AV SUST- INDUSTRIAL ENGINEERING,,W,HHX,LR811010Z,HHX,4J3G,201101,384.00,427.20,384.00,427.20,18224.64,18224.64,15476.55,70404.44,70404.44,54905.82,78324.94,,0017,L
LRIP8B,R811010Z-4J3G0030,AV SUST- INDUSTRIAL ENGINEERING,,W,HHX,LR811010Z,HHX,4J3G,201102,320.00,486.00,320.00,486.00,15187.20,15187.20,19735.35,58670.37,58670.37,70014.68,89105.62,,0017,L
LRIP8B,R811010Z-4J3G0030,AV SUST- INDUSTRIAL ENGINEERING,,W,HHX,LR811010Z,HHX,4J3G,201103,0.00,20.00,0.00,20.00,0.00,0.00,784.50,0.00,0.00,2783.15,3666.90,,0017,L
LRIP8B,R811010Z-4J3G0030,AV SUST- INDUSTRIAL ENGINEERING,,W,HHX,LR811010Z,HHX,4J3G,201104,0.00,19.50,0.00,0.00,0.00,0.00,713.54,0.00,0.00,2531.41,0.00,,0017,L
LRIP8B,R811010Z-4J3G0030,AV SUST- INDUSTRIAL ENGINEERING,,W,HHX,LR811010Z,HHX,4J3G,201108,0.00,0.00,0.00,0.00,0.00,0.00,-0.04,0.00,0.00,-0.14,0.00,,0017,L
LRIP8B,R811014D-810H0030,ALL BLOCKS REWORK NRE,,W,H00,LR811014D,H00,810H,201102,0.00,4.00,0.00,4.00,0.00,0.00,131.64,0.00,0.00,347.87,585.10,,0017,L
LRIP8B,R811014D-810H0030,ALL BLOCKS REWORK NRE,,W,H00,LR811014D,H00,810H,201104,0.00,15.50,0.00,0.00,0.00,0.00,343.02,0.00,0.00,906.46,0.00,,0017,L
LRIP8B,R811014D-810H0030,ALL BLOCKS REWORK NRE,,W,H00,LR811014D,H00,810H,201108,0.00,9.00,0.00,0.00,0.00,0.00,491.45,0.00,0.00,1298.70,0.00,,0017,L
LRIP8B,R811014N-810H0030,ALL BLOCKS REWORK NRE,,W,H00,LR811014N,H00,810H,201101,538.76,496.40,538.76,496.40,28904.47,28904.47,22697.66,78807.14,78807.14,59980.72,72610.93,,0017,L
LRIP8B,R811014N-810H0030,ALL BLOCKS REWORK NRE,,W,H00,LR811014N,H00,810H,201102,329.00,722.70,329.00,722.70,17650.85,17650.85,32545.28,48124.49,48124.49,86003.99,105712.98,,0017,L
LRIP8B,R811014N-810H0030,ALL BLOCKS REWORK NRE,,W,H00,LR811014N,H00,810H,201103,0.00,27.00,0.00,70.00,0.00,0.00,1302.96,0.00,0.00,3443.20,10239.25,,0017,L
LRIP8B,R811014N-810H0030,ALL BLOCKS REWORK NRE,,W,H00,LR811014N,H00,810H,201104,0.00,7.49,0.00,0.00,0.00,0.00,1484.19,0.00,0.00,3922.11,0.00,,0017,L
LRIP8B,R811014N-810H0030,ALL BLOCKS REWORK NRE,,W,H00,LR811014N,H00,810H,201107,0.00,3.50,0.00,0.00,0.00,0.00,133.32,0.00,0.00,352.31,0.00,,0017,L
LRIP8B,R811014N-3J450030,ALL BLOCKS REWORK NRE,,W,H00,LR811014N,H00,3J45,201101,76.80,21.00,76.80,21.00,3446.78,3446.78,790.72,13315.43,13315.43,2805.22,3640.94,,0017,L
LRIP8B,R811014N-3J450030,ALL BLOCKS REWORK NRE,,W,H00,LR811014N,H00,3J45,201102,64.00,67.20,64.00,67.20,2872.32,2872.32,2145.04,11096.19,11096.19,7609.91,11651.00,,0017,L
LRIP8B,R811014N-3J450030,ALL BLOCKS REWORK NRE,,W,H00,LR811014N,H00,3J45,201103,0.00,3.50,0.00,15.00,0.00,0.00,133.98,0.00,0.00,475.32,2600.67,,0017,L
LRIP8B,R811014N-3J450030,ALL BLOCKS REWORK NRE,,W,H00,LR811014N,H00,3J45,201108,0.00,53.08,0.00,0.00,0.00,0.00,2921.93,0.00,0.00,8766.27,0.00,,0017,L
LRIP8B,R811014D-3J450030,ALL BLOCKS REWORK NRE,,W,H00,LR811014D,H00,3J45,201104,0.00,1.37,0.00,0.00,0.00,0.00,97.39,0.00,0.00,345.51,0.00,,0017,L
LRIP8B,R811014D-3J450030,ALL BLOCKS REWORK NRE,,W,H00,LR811014D,H00,3J45,201108,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.16,0.00,,0017,L
LRIP8B,R811012Z-813H0030,LOT 8 FTI RIVETLESS NUTPLATES,,W,HDX,LR811012Z,HDX,813H,201101,70.00,146.00,132.50,146.00,3755.50,6899.57,6679.87,10239.25,17754.18,17652.19,21356.16,,0017,L
LRIP8B,R811012Z-813H0030,LOT 8 FTI RIVETLESS NUTPLATES,,W,HDX,LR811012Z,HDX,813H,201102,0.00,37.00,26.50,37.00,0.00,1421.72,2359.67,0.00,3876.29,6235.65,5412.18,,0017,L
LRIP8B,R811012Z-813H0030,LOT 8 FTI RIVETLESS NUTPLATES,,W,HDX,LR811012Z,HDX,813H,201103,0.00,11.00,26.50,1.00,0.00,1421.73,532.49,0.00,3876.29,1407.16,146.28,,0017,L
LRIP8B,R811012Z-3J470030,LOT 8 FTI RIVETLESS NUTPLATES,,W,HDX,LR811012Z,HDX,3J47,201101,15.00,4.70,0.00,4.70,673.20,0.00,232.61,2600.67,0.00,825.23,814.88,,0017,L
LRIP8B,R811012Z-3J470030,LOT 8 FTI RIVETLESS NUTPLATES,,W,HDX,LR811012Z,HDX,3J47,201102,0.00,14.60,57.00,14.60,0.00,2472.09,722.56,0.00,8886.60,2563.41,2531.32,,0017,L
LRIP8B,R811012Z-3J470030,LOT 8 FTI RIVETLESS NUTPLATES,,W,HDX,LR811012Z,HDX,3J47,201103,0.00,0.00,38.00,0.00,0.00,1670.71,0.00,0.00,6186.49,0.00,0.00,,0017,L
LRIP8B,R811012Z-3J470030,LOT 8 FTI RIVETLESS NUTPLATES,,W,HDX,LR811012Z,HDX,3J47,201104,0.00,0.62,0.00,0.00,0.00,0.00,44.27,0.00,0.00,157.06,0.00,,0017,L
LRIP8B,R812ALLOC,ALL ALLOCATIONS,,W,H00,R812ALLOC,H00,2B41,201101,100.00,94.04,100.00,50.00,3542.00,3542.00,3291.30,13683.26,13683.26,11676.47,6841.63,,VAR,L
LRIP8B,R812ALLOC,ALL ALLOCATIONS,,W,H00,R812ALLOC,H00,2B41,201102,100.00,-977.23,100.00,50.00,3542.00,3542.00,-35196.49,13683.26,13683.26,-124865.83,6841.63,,VAR,L
LRIP8B,R812ALLOC,ALL ALLOCATIONS,,W,H00,R812ALLOC,H00,2B41,201103,30.00,558.85,30.00,30.00,1062.60,1062.60,20917.22,4104.98,4104.98,74207.57,4104.98,,VAR,L
LRIP8B,R812ALLOC,ALL ALLOCATIONS,,W,H00,R812ALLOC,H00,2B41,201104,30.00,680.24,30.00,30.00,1062.60,1062.60,23162.59,4104.98,4104.98,82173.42,3994.53,,VAR,L
LRIP8B,R812ALLOC,ALL ALLOCATIONS,,W,H00,R812ALLOC,H00,2B41,201105,30.00,43.00,30.00,30.00,1062.60,1062.60,1533.55,4104.98,4104.98,5440.54,3994.53,,VAR,L
LRIP8B,R812ALLOC,ALL ALLOCATIONS,,W,H00,R812ALLOC,H00,2B41,201106,30.00,21.64,30.00,21.64,1062.60,1062.60,772.85,4104.98,4104.98,2741.82,2725.48,,VAR,L
