PROJECT,WBS ID,DESCRIPTION,ALIAS,E,CAM,CHARGE #,RESP,PERF,YYYYMM,BCWS HRS/UTS,ACT HRS/UTS,BCWP HRS/UTS,ETC HRS/UTS,BCWS PRIME,BCWP PRIME,ACT PRIME,BCWS T DLRS,BCWP T DLRS,ACT T DLRS,ETC T DLRS,CLIN,CACLIN,E
LRIP9B,R9CB813H,Airfram Sustaining Eng-Common BL,,W,HDX,LR9CB813H,HDX,813H,201109,300.00,229.70,300.00,250.00,16095.00,16095.00,13775.00,43882.51,43882.51,36401.75,35612.41,0010,,L
LRIP9B,R9CB813H,Airfram Sustaining Eng-Common BL,,W,HDX,LR9CB813H,HDX,813H,201110,410.00,134.20,410.00,360.00,21996.50,21996.50,7482.84,59972.77,59972.77,19774.12,50656.64,0010,,L
LRIP9B,R9CB813H,Airfram Sustaining Eng-Common BL,,W,HDX,LR9CB813H,HDX,813H,201111,510.00,219.70,510.00,583.21,27361.50,27361.50,12175.71,74600.27,74600.27,32175.47,82065.16,0010,,L
LRIP9B,R9CB813H,Airfram Sustaining Eng-Common BL,,W,HDX,LR9CB813H,HDX,813H,201112,520.00,178.70,520.00,724.54,27898.00,27898.00,9699.86,76063.03,76063.03,25632.80,101952.12,0010,,L
LRIP9B,R9CB813H,Airfram Sustaining Eng-Common BL,,W,HDX,LR9CB813H,HDX,813H,201201,810.00,237.10,810.00,1117.38,46445.40,46445.40,12766.31,130869.01,130869.01,35586.95,180531.37,0010,,L
LRIP9B,R9CB813H,Airfram Sustaining Eng-Common BL,,W,HDX,LR9CB813H,HDX,813H,201202,868.30,510.40,868.30,510.40,49788.32,49788.32,26166.63,140288.34,140288.34,72941.26,83779.75,0010,,L
LRIP9B,R9CB813H,Airfram Sustaining Eng-Common BL,,W,HDX,LR9CB813H,HDX,813H,201203,0.00,75.60,0.00,685.91,0.00,0.00,4220.61,0.00,0.00,11765.24,108163.01,0010,,L
LRIP9B,R9CB817H,AV Sustaining Eng-Common BL,,W,HDX,LR9CB817H,HDX,817H,201103,274.58,114.00,274.58,274.58,13166.11,13166.11,5886.34,27656.11,27656.11,12029.55,27343.77,0010,,L
LRIP9B,R9CB817H,AV Sustaining Eng-Common BL,,W,HDX,LR9CB817H,HDX,817H,201104,224.15,87.00,224.15,197.15,10747.99,10747.99,4644.14,22576.72,22576.72,9490.94,19632.98,0010,,L
LRIP9B,R9CB817H,AV Sustaining Eng-Common BL,,W,HDX,LR9CB817H,HDX,817H,201105,224.15,820.50,224.15,224.15,10747.99,10747.99,40305.24,22576.72,22576.72,82369.35,22321.75,0010,,L
LRIP9B,R9CB817H,AV Sustaining Eng-Common BL,,W,HDX,LR9CB817H,HDX,817H,201106,261.97,453.50,261.97,261.97,12561.46,12561.46,23408.27,26386.01,26386.01,47838.05,37019.02,0010,,L
LRIP9B,R9CB817H,AV Sustaining Eng-Common BL,,W,HDX,LR9CB817H,HDX,817H,201107,211.54,301.00,211.54,301.00,10143.34,10143.34,14907.55,21306.62,21306.62,30465.65,42534.35,0010,,L
LRIP9B,R9CB817H,AV Sustaining Eng-Common BL,,W,HDX,LR9CB817H,HDX,817H,201108,224.15,310.00,224.15,224.15,10747.99,10747.99,15433.78,22576.72,22576.72,31541.07,31674.42,0010,,L
LRIP9B,R9CB817H,AV Sustaining Eng-Common BL,,W,HDX,LR9CB817H,HDX,817H,201109,264.97,382.50,264.97,172.50,12705.31,12705.31,19237.92,26688.17,26688.17,39315.36,24375.81,0010,,L
LRIP9B,R9CB817H,AV Sustaining Eng-Common BL,,W,HDX,LR9CB817H,HDX,817H,201110,224.95,302.50,224.95,145.50,10786.35,10786.35,15069.91,22657.30,22657.30,30797.45,20560.47,0010,,L
LRIP9B,R9CB817H,AV Sustaining Eng-Common BL,,W,HDX,LR9CB817H,HDX,817H,201111,210.04,242.00,210.04,101.48,10071.42,10071.42,11987.78,21155.54,21155.54,24498.69,14340.04,0010,,L
LRIP9B,R9CB817H,AV Sustaining Eng-Common BL,,W,HDX,LR9CB817H,HDX,817H,201112,209.95,125.50,209.95,34.65,10067.10,10067.10,5405.80,21146.48,21146.48,11047.50,4896.36,0010,,L
LRIP9B,R9CB817H,AV Sustaining Eng-Common BL,,W,HDX,LR9CB817H,HDX,817H,201201,215.04,293.40,215.04,8.00,9930.55,9930.55,14710.83,20720.90,20720.90,41007.44,770.87,0010,,L
LRIP9B,R9CB817H,AV Sustaining Eng-Common BL,,W,HDX,LR9CB817H,HDX,817H,201202,232.45,288.30,232.45,10.41,10734.54,10734.54,14511.93,22398.50,22398.50,40452.99,1003.09,0010,,L
LRIP9B,R9CB817H,AV Sustaining Eng-Common BL,,W,HDX,LR9CB817H,HDX,817H,201203,0.00,48.50,0.00,0.00,0.00,0.00,2511.14,0.00,0.00,6999.97,0.00,0010,,L
LRIP9B,R9CBRBBM,BAMs RB Engineers Support,,W,HDX,LR9CBRBBM,HDX,813H,201110,120.00,32.50,120.00,120.00,6438.00,6438.00,1511.55,17553.01,17553.01,3994.41,16885.55,0010,,L
LRIP9B,R9CBRBBM,BAMs RB Engineers Support,,W,HDX,LR9CBRBBM,HDX,813H,201111,120.00,0.00,120.00,135.82,6438.00,6438.00,0.00,17553.01,17553.01,0.00,19111.62,0010,,L
LRIP9B,R9CBRBBM,BAMs RB Engineers Support,,W,HDX,LR9CBRBBM,HDX,813H,201112,100.00,23.00,100.00,149.82,5365.00,5365.00,1495.00,14627.50,14627.50,3950.68,21081.61,0010,,L
LRIP9B,R9CBRBBM,BAMs RB Engineers Support,,W,HDX,LR9CBRBBM,HDX,813H,201201,100.00,0.00,100.00,192.15,5734.00,5734.00,0.00,16156.67,16156.67,0.00,31045.55,0010,,L
LRIP9B,R9CBRBBM,BAMs RB Engineers Support,,W,HDX,LR9CBRBBM,HDX,813H,201202,90.00,0.00,90.00,-0.01,5160.60,5160.60,0.00,14541.00,14541.00,0.00,394.42,0010,,L
LRIP9B,R9CBRBBM,BAMs RB Engineers Support,,W,HDX,LR9CBRBBM,HDX,813H,201203,70.00,0.00,70.00,544.50,4013.80,4013.80,0.00,11309.67,11309.67,0.00,85863.68,0010,,L
LRIP9B,R9CB3J48,RBDC MFG Eng Equipment Install-Common BL,,W,HEX,LR9CB3J48,HEX,3J48,201103,143.88,80.61,143.88,143.88,6457.13,6457.13,3127.19,24944.84,24944.84,11094.26,24944.84,0010,,L
LRIP9B,R9CB3J48,RBDC MFG Eng Equipment Install-Common BL,,W,HEX,LR9CB3J48,HEX,3J48,201104,115.10,100.01,115.10,115.10,5165.71,5165.71,4440.37,19955.88,19955.88,15753.00,19418.93,0010,,L
LRIP9B,R9CB3J48,RBDC MFG Eng Equipment Install-Common BL,,W,HEX,LR9CB3J48,HEX,3J48,201105,115.10,117.09,115.10,114.00,5165.71,5165.71,5172.14,19955.88,19955.88,18349.09,19233.34,0010,,L
LRIP9B,R9CB3J48,RBDC MFG Eng Equipment Install-Common BL,,W,HEX,LR9CB3J48,HEX,3J48,201106,132.37,101.40,132.37,101.40,5940.56,5940.56,5287.27,22949.26,22949.26,18757.53,16063.75,0010,,L
LRIP9B,R9CB3J48,RBDC MFG Eng Equipment Install-Common BL,,W,HEX,LR9CB3J48,HEX,3J48,201107,109.35,83.25,109.35,124.44,4907.42,4907.42,4277.47,18958.08,18958.08,15175.09,19713.89,0010,,L
LRIP9B,R9CB3J48,RBDC MFG Eng Equipment Install-Common BL,,W,HEX,LR9CB3J48,HEX,3J48,201108,115.10,162.77,115.10,162.77,5165.71,5165.71,8014.34,19955.88,19955.88,28432.30,25782.00,0010,,L
LRIP9B,R9CB3J48,RBDC MFG Eng Equipment Install-Common BL,,W,HEX,LR9CB3J48,HEX,3J48,201109,138.12,70.63,138.12,70.63,6198.85,6198.85,3597.14,23947.05,23947.05,12761.50,11187.51,0010,,L
LRIP9B,R9CB3J48,RBDC MFG Eng Equipment Install-Common BL,,W,HEX,LR9CB3J48,HEX,3J48,201110,115.10,90.19,115.10,100.00,5165.71,5165.71,4108.12,19955.88,19955.88,14574.29,14912.64,0010,,L
LRIP9B,R9CB3J48,RBDC MFG Eng Equipment Install-Common BL,,W,HEX,LR9CB3J48,HEX,3J48,201111,109.35,95.94,109.35,100.00,4907.42,4907.42,4519.60,18958.08,18958.08,16034.09,14911.89,0010,,L
LRIP9B,R9CB3J48,RBDC MFG Eng Equipment Install-Common BL,,W,HEX,LR9CB3J48,HEX,3J48,201112,115.10,195.32,115.10,195.32,5165.71,5165.71,9020.88,19955.88,19955.88,32003.18,29127.31,0010,,L
LRIP9B,R9CB3J48,RBDC MFG Eng Equipment Install-Common BL,,W,HEX,LR9CB3J48,HEX,3J48,201201,109.35,133.60,109.35,133.60,5404.95,5404.95,5592.73,20126.93,20126.93,20460.35,24278.12,0010,,L
LRIP9B,R9CB3J48,RBDC MFG Eng Equipment Install-Common BL,,W,HEX,LR9CB3J48,HEX,3J48,201202,115.51,118.90,115.51,118.90,5709.66,5709.66,5654.17,21261.59,21261.59,20685.12,21643.22,0010,,L
LRIP9B,R9CB3J48,RBDC MFG Eng Equipment Install-Common BL,,W,HEX,LR9CB3J48,HEX,3J48,201203,0.00,44.60,0.00,0.00,0.00,0.00,1999.61,0.00,0.00,7315.34,0.00,0010,,L
LRIP9B,R9CB3J4A,RBDC MFG Eng AV Avionics & Elec-Common BL,,W,HEX,LR9CB3J4A,HEX,3J4A,201103,213.35,223.30,213.35,213.35,9575.30,9575.30,7492.63,36990.78,36990.78,26465.94,36990.78,0010,,L
LRIP9B,R9CB3J4A,RBDC MFG Eng AV Avionics & Elec-Common BL,,W,HEX,LR9CB3J4A,HEX,3J4A,201104,170.68,178.94,170.68,170.68,7660.24,7660.24,6233.77,29592.63,29592.63,22115.41,28796.39,0010,,L
LRIP9B,R9CB3J4A,RBDC MFG Eng AV Avionics & Elec-Common BL,,W,HEX,LR9CB3J4A,HEX,3J4A,201105,170.68,163.28,170.68,159.90,7660.24,7660.24,5658.07,29592.63,29592.63,20073.01,26977.66,0010,,L
LRIP9B,R9CB3J4A,RBDC MFG Eng AV Avionics & Elec-Common BL,,W,HEX,LR9CB3J4A,HEX,3J4A,201106,196.29,130.36,196.29,130.36,8809.28,8809.28,6275.97,34031.52,34031.52,22265.12,20651.74,0010,,L
LRIP9B,R9CB3J4A,RBDC MFG Eng AV Avionics & Elec-Common BL,,W,HEX,LR9CB3J4A,HEX,3J4A,201107,162.15,137.54,162.15,162.15,7277.23,7277.23,6739.24,28113.00,28113.00,23908.66,25688.67,0010,,L
LRIP9B,R9CB3J4A,RBDC MFG Eng AV Avionics & Elec-Common BL,,W,HEX,LR9CB3J4A,HEX,3J4A,201108,170.68,165.48,170.68,165.48,7660.24,7660.24,7881.10,29592.63,29592.63,27959.61,26211.62,0010,,L
LRIP9B,R9CB3J4A,RBDC MFG Eng AV Avionics & Elec-Common BL,,W,HEX,LR9CB3J4A,HEX,3J4A,201109,204.82,140.89,204.82,140.89,9192.29,9192.29,7004.20,35511.15,35511.15,24848.65,22316.14,0010,,L
LRIP9B,R9CB3J4A,RBDC MFG Eng AV Avionics & Elec-Common BL,,W,HEX,LR9CB3J4A,HEX,3J4A,201110,170.68,178.22,170.68,155.38,7660.24,7660.24,8307.26,29592.63,29592.63,29471.49,23171.57,0010,,L
LRIP9B,R9CB3J4A,RBDC MFG Eng AV Avionics & Elec-Common BL,,W,HEX,LR9CB3J4A,HEX,3J4A,201111,162.15,144.68,162.15,155.00,7277.23,7277.23,6299.15,28113.00,28113.00,22347.36,23114.29,0010,,L
LRIP9B,R9CB3J4A,RBDC MFG Eng AV Avionics & Elec-Common BL,,W,HEX,LR9CB3J4A,HEX,3J4A,201112,170.68,116.18,170.68,116.18,7660.24,7660.24,5115.20,29592.63,29592.63,18147.08,17325.84,0010,,L
LRIP9B,R9CB3J4A,RBDC MFG Eng AV Avionics & Elec-Common BL,,W,HEX,LR9CB3J4A,HEX,3J4A,201201,162.15,120.60,162.15,120.60,8015.01,8015.01,5659.01,29846.23,29846.23,20612.26,22302.02,0010,,L
LRIP9B,R9CB3J4A,RBDC MFG Eng AV Avionics & Elec-Common BL,,W,HEX,LR9CB3J4A,HEX,3J4A,201202,170.99,128.40,170.99,128.40,8452.04,8452.04,6090.79,31473.63,31473.63,22282.45,23789.13,0010,,L
LRIP9B,R9CB3J4A,RBDC MFG Eng AV Avionics & Elec-Common BL,,W,HEX,LR9CB3J4A,HEX,3J4A,201203,0.00,42.60,0.00,3.26,0.00,0.00,2094.59,0.00,0.00,7662.81,579.86,0010,,L
LRIP9B,R9CB814H,Equipment Installations-Common BL,,W,HEX,LR9CB814H,HEX,814H,201103,56.67,12.50,56.67,56.67,3040.44,3040.44,815.56,8289.65,8289.65,2155.19,8289.65,0010,,L
LRIP9B,R9CB814H,Equipment Installations-Common BL,,W,HEX,LR9CB814H,HEX,814H,201104,45.34,34.50,45.34,45.34,2432.35,2432.35,1680.76,6631.72,6631.72,4441.57,6572.69,0010,,L
LRIP9B,R9CB814H,Equipment Installations-Common BL,,W,HEX,LR9CB814H,HEX,814H,201105,45.34,63.40,45.34,63.40,2432.35,2432.35,3318.35,6631.72,6631.72,8769.06,9190.90,0010,,L
LRIP9B,R9CB814H,Equipment Installations-Common BL,,W,HEX,LR9CB814H,HEX,814H,201106,52.14,8.80,52.14,8.80,2797.20,2797.20,593.00,7626.48,7626.48,1567.06,1253.36,0010,,L
LRIP9B,R9CB814H,Equipment Installations-Common BL,,W,HEX,LR9CB814H,HEX,814H,201107,43.07,19.20,43.07,53.91,2310.73,2310.73,1008.48,6300.14,6300.14,2665.00,7680.14,0010,,L
LRIP9B,R9CB814H,Equipment Installations-Common BL,,W,HEX,LR9CB814H,HEX,814H,201108,45.34,54.10,45.34,54.10,2432.35,2432.35,2639.28,6631.72,6631.72,6974.55,7706.15,0010,,L
LRIP9B,R9CB814H,Equipment Installations-Common BL,,W,HEX,LR9CB814H,HEX,814H,201109,54.40,13.00,54.40,13.00,2918.82,2918.82,785.59,7958.07,7958.07,2076.00,1852.53,0010,,L
LRIP9B,R9CB814H,Equipment Installations-Common BL,,W,HEX,LR9CB814H,HEX,814H,201110,45.34,48.50,45.34,30.00,2432.35,2432.35,2229.37,6631.72,6631.72,5891.32,4221.01,0010,,L
LRIP9B,R9CB814H,Equipment Installations-Common BL,,W,HEX,LR9CB814H,HEX,814H,201111,43.07,27.90,43.07,30.00,2310.73,2310.73,1305.80,6300.14,6300.14,3450.70,4221.45,0010,,L
LRIP9B,R9CB814H,Equipment Installations-Common BL,,W,HEX,LR9CB814H,HEX,814H,201112,45.34,13.50,45.34,13.50,2432.35,2432.35,573.89,6631.72,6631.72,1516.56,1899.25,0010,,L
LRIP9B,R9CB814H,Equipment Installations-Common BL,,W,HEX,LR9CB814H,HEX,814H,201201,43.07,8.90,43.07,8.90,2469.66,2469.66,342.32,6958.75,6958.75,954.24,1483.80,0010,,L
LRIP9B,R9CB814H,Equipment Installations-Common BL,,W,HEX,LR9CB814H,HEX,814H,201202,45.33,5.50,45.33,5.50,2599.22,2599.22,298.36,7323.82,7323.82,831.70,941.99,0010,,L
LRIP9B,R9CB814H,Equipment Installations-Common BL,,W,HEX,LR9CB814H,HEX,814H,201203,0.00,1.10,0.00,24.60,0.00,0.00,44.42,0.00,0.00,123.82,3879.24,0010,,L
LRIP9B,R9CB815H,Mecahnical Subsystems-Common BL,,W,HEX,LR9CB815H,HEX,815H,201103,144.14,93.20,144.14,144.14,7733.25,7733.25,5386.03,21084.46,21084.46,14233.10,21084.46,0010,,L
LRIP9B,R9CB815H,Mecahnical Subsystems-Common BL,,W,HEX,LR9CB815H,HEX,815H,201104,115.31,165.00,115.31,115.31,6186.60,6186.60,9622.87,16867.57,16867.57,25429.35,16717.42,0010,,L
LRIP9B,R9CB815H,Mecahnical Subsystems-Common BL,,W,HEX,LR9CB815H,HEX,815H,201105,115.31,249.70,115.31,249.70,6186.60,6186.60,14649.83,16867.57,16867.57,38713.57,36200.33,0010,,L
LRIP9B,R9CB815H,Mecahnical Subsystems-Common BL,,W,HEX,LR9CB815H,HEX,815H,201106,132.61,233.70,132.61,234.51,7114.59,7114.59,13617.70,19397.70,19397.70,35986.07,33408.68,0010,,L
LRIP9B,R9CB815H,Mecahnical Subsystems-Common BL,,W,HEX,LR9CB815H,HEX,815H,201107,109.55,141.70,109.55,141.70,5877.27,5877.27,8034.59,16024.19,16024.19,21232.17,20186.48,0010,,L
LRIP9B,R9CB815H,Mecahnical Subsystems-Common BL,,W,HEX,LR9CB815H,HEX,815H,201108,115.31,153.80,115.31,153.80,6186.60,6186.60,8554.90,16867.57,16867.57,22607.14,21909.33,0010,,L
LRIP9B,R9CB815H,Mecahnical Subsystems-Common BL,,W,HEX,LR9CB815H,HEX,815H,201109,138.38,270.40,138.38,270.40,7423.92,7423.92,15457.52,20241.08,20241.08,40847.96,38517.93,0010,,L
LRIP9B,R9CB815H,Mecahnical Subsystems-Common BL,,W,HEX,LR9CB815H,HEX,815H,201110,115.31,80.20,115.31,115.31,6186.60,6186.60,4441.67,16867.57,16867.57,11737.53,16226.17,0010,,L
LRIP9B,R9CB815H,Mecahnical Subsystems-Common BL,,W,HEX,LR9CB815H,HEX,815H,201111,109.55,115.80,109.55,114.89,5877.27,5877.27,6170.62,16024.19,16024.19,16306.45,16166.27,0010,,L
LRIP9B,R9CB815H,Mecahnical Subsystems-Common BL,,W,HEX,LR9CB815H,HEX,815H,201112,115.31,112.60,115.31,112.60,6186.60,6186.60,6166.74,16867.57,16867.57,16296.20,15844.84,0010,,L
LRIP9B,R9CB815H,Mecahnical Subsystems-Common BL,,W,HEX,LR9CB815H,HEX,815H,201201,109.55,112.60,109.55,112.60,6281.51,6281.51,6306.66,17699.37,17699.37,17580.24,18191.41,0010,,L
LRIP9B,R9CB815H,Mecahnical Subsystems-Common BL,,W,HEX,LR9CB815H,HEX,815H,201202,115.29,103.40,115.29,103.40,6610.73,6610.73,5757.09,18627.02,18627.02,16048.28,16713.70,0010,,L
LRIP9B,R9CB815H,Mecahnical Subsystems-Common BL,,W,HEX,LR9CB815H,HEX,815H,201203,0.00,7.30,0.00,3.21,0.00,0.00,450.68,0.00,0.00,1256.30,506.19,0010,,L
LRIP9B,R9CB818H,Avionics & Electrical Spt-Common BL,,W,HEX,LR9CB818H,HEX,818H,201103,874.21,945.20,874.21,874.21,46901.14,46901.14,53623.21,127874.50,127874.50,141704.43,127874.50,0010,,L
LRIP9B,R9CB818H,Avionics & Electrical Spt-Common BL,,W,HEX,LR9CB818H,HEX,818H,201104,699.36,653.50,699.36,699.36,37520.91,37520.91,37278.06,102299.60,102299.60,98510.81,101388.94,0010,,L
LRIP9B,R9CB818H,Avionics & Electrical Spt-Common BL,,W,HEX,LR9CB818H,HEX,818H,201105,699.36,726.80,699.36,726.80,37520.91,37520.91,39961.81,102299.60,102299.60,105602.88,105366.99,0010,,L
LRIP9B,R9CB818H,Avionics & Electrical Spt-Common BL,,W,HEX,LR9CB818H,HEX,818H,201106,804.27,816.60,804.27,816.60,43149.05,43149.05,41927.41,117644.54,117644.54,110797.16,116333.51,0010,,L
LRIP9B,R9CB818H,Avionics & Electrical Spt-Common BL,,W,HEX,LR9CB818H,HEX,818H,201107,664.40,641.30,664.40,664.40,35644.87,35644.87,33369.55,97184.62,97184.62,88182.21,94650.54,0010,,L
LRIP9B,R9CB818H,Avionics & Electrical Spt-Common BL,,W,HEX,LR9CB818H,HEX,818H,201108,699.36,747.80,699.36,747.80,37520.91,37520.91,43146.90,102299.60,102299.60,114019.78,106524.49,0010,,L
LRIP9B,R9CB818H,Avionics & Electrical Spt-Common BL,,W,HEX,LR9CB818H,HEX,818H,201109,839.24,828.20,839.24,828.20,45025.10,45025.10,46375.02,122759.52,122759.52,122550.40,117976.44,0010,,L
LRIP9B,R9CB818H,Avionics & Electrical Spt-Common BL,,W,HEX,LR9CB818H,HEX,818H,201110,699.36,677.30,699.36,699.36,37520.91,37520.91,38411.75,102299.60,102299.60,101506.70,98409.62,0010,,L
LRIP9B,R9CB818H,Avionics & Electrical Spt-Common BL,,W,HEX,LR9CB818H,HEX,818H,201111,664.40,753.50,664.40,583.03,35644.87,35644.87,41610.04,97184.62,97184.62,109958.48,82039.33,0010,,L
LRIP9B,R9CB818H,Avionics & Electrical Spt-Common BL,,W,HEX,LR9CB818H,HEX,818H,201112,699.36,610.60,699.36,610.60,37520.91,37520.91,33757.03,102299.60,102299.60,89206.16,85919.95,0010,,L
LRIP9B,R9CB818H,Avionics & Electrical Spt-Common BL,,W,HEX,LR9CB818H,HEX,818H,201201,664.40,716.40,664.40,716.40,38096.50,38096.50,38936.26,107344.34,107344.34,108537.46,115632.99,0010,,L
LRIP9B,R9CB818H,Avionics & Electrical Spt-Common BL,,W,HEX,LR9CB818H,HEX,818H,201202,699.24,649.00,699.24,649.00,40094.42,40094.42,35339.15,112973.88,112973.88,98510.28,104669.86,0010,,L
LRIP9B,R9CB818H,Avionics & Electrical Spt-Common BL,,W,HEX,LR9CB818H,HEX,818H,201203,0.00,267.10,0.00,0.00,0.00,0.00,14845.12,0.00,0.00,41381.78,0.00,0010,,L
LRIP9B,R9CB3J3M,UMS IE Support to MPS-Common BL,,W,HHX,LR9CB3J3M,HHX,3J3M,201103,96.60,239.70,96.60,239.70,4584.64,4584.64,9745.18,17711.12,17711.12,34572.76,43241.83,0010,,L
LRIP9B,R9CB3J3M,UMS IE Support to MPS-Common BL,,W,HHX,LR9CB3J3M,HHX,3J3M,201104,82.50,182.40,82.50,182.50,3915.45,3915.45,7594.36,15125.95,15125.95,26942.35,32560.13,0010,,L
LRIP9B,R9CB3J3M,UMS IE Support to MPS-Common BL,,W,HHX,LR9CB3J3M,HHX,3J3M,201105,82.50,208.00,82.50,208.00,3915.45,3915.45,8576.12,15125.95,15125.95,30425.32,37109.63,0010,,L
LRIP9B,R9CB3J3M,UMS IE Support to MPS-Common BL,,W,HHX,LR9CB3J3M,HHX,3J3M,201106,96.40,198.00,96.40,198.00,4575.14,4575.14,7903.84,17674.45,17674.45,28040.28,33143.37,0010,,L
LRIP9B,R9CB3J3M,UMS IE Support to MPS-Common BL,,W,HHX,LR9CB3J3M,HHX,3J3M,201107,77.90,111.50,77.90,111.50,3697.13,3697.13,4504.82,14282.57,14282.57,15981.65,18664.07,0010,,L
LRIP9B,R9CB3J3M,UMS IE Support to MPS-Common BL,,W,HHX,LR9CB3J3M,HHX,3J3M,201108,82.50,143.00,82.50,143.00,3915.45,3915.45,5765.31,15125.95,15125.95,20453.47,23932.06,0010,,L
LRIP9B,R9CB3J3M,UMS IE Support to MPS-Common BL,,W,HHX,LR9CB3J3M,HHX,3J3M,201109,168.40,187.00,168.40,168.30,7992.26,7992.26,7583.32,30875.28,30875.28,26903.18,28166.20,0010,,L
LRIP9B,R9CB3J3M,UMS IE Support to MPS-Common BL,,W,HHX,LR9CB3J3M,HHX,3J3M,201110,144.50,146.00,144.50,144.00,6857.97,6857.97,5896.62,26493.34,26493.34,20919.31,22689.15,0010,,L
LRIP9B,R9CB3J3M,UMS IE Support to MPS-Common BL,,W,HHX,LR9CB3J3M,HHX,3J3M,201111,135.90,174.00,135.90,151.00,6449.81,6449.81,7321.26,24916.57,24916.57,25973.48,23792.10,0010,,L
LRIP9B,R9CB3J3M,UMS IE Support to MPS-Common BL,,W,HHX,LR9CB3J3M,HHX,3J3M,201112,144.50,147.00,144.50,160.00,6857.97,6857.97,5948.69,26493.34,26493.34,21104.04,25210.17,0010,,L
LRIP9B,R9CB3J3M,UMS IE Support to MPS-Common BL,,W,HHX,LR9CB3J3M,HHX,3J3M,201201,135.90,147.00,135.90,161.84,6717.54,6717.54,5824.14,25014.71,25014.71,21306.94,29790.17,0010,,L
LRIP9B,R9CB3J3M,UMS IE Support to MPS-Common BL,,W,HHX,LR9CB3J3M,HHX,3J3M,201202,144.50,148.00,144.50,176.70,7142.64,7142.64,5863.76,26597.69,26597.69,21451.88,32480.58,0010,,L
LRIP9B,R9CB3J3M,UMS IE Support to MPS-Common BL,,W,HHX,LR9CB3J3M,HHX,3J3M,201203,23.90,30.00,23.90,30.00,1181.38,1181.38,1211.10,4399.20,4399.20,4430.67,5336.33,0010,,L
LRIP9B,R9CB3J4M,ME Project Support to Mississippi-Common BL,,W,HHX,LR9CB3J4M,HHX,3J4M,201103,326.60,311.75,326.60,311.75,14657.81,14657.81,12113.85,56625.25,56625.25,42976.04,54119.86,0010,,L
LRIP9B,R9CB3J4M,ME Project Support to Mississippi-Common BL,,W,HHX,LR9CB3J4M,HHX,3J4M,201104,279.20,306.23,279.20,306.23,12530.50,12530.50,12387.33,48407.13,48407.13,43946.26,51664.96,0010,,L
LRIP9B,R9CB3J4M,ME Project Support to Mississippi-Common BL,,W,HHX,LR9CB3J4M,HHX,3J4M,201105,279.20,357.37,279.20,348.50,12530.50,12530.50,14862.40,48407.13,48407.13,52727.02,58796.46,0010,,L
LRIP9B,R9CB3J4M,ME Project Support to Mississippi-Common BL,,W,HHX,LR9CB3J4M,HHX,3J4M,201106,326.30,361.79,326.30,361.79,14644.34,14644.34,15496.88,56573.23,56573.23,54977.95,57317.20,0010,,L
LRIP9B,R9CB3J4M,ME Project Support to Mississippi-Common BL,,W,HHX,LR9CB3J4M,HHX,3J4M,201107,263.50,258.08,263.50,258.08,11825.88,11825.88,10504.84,45685.10,45685.10,37267.79,40886.77,0010,,L
LRIP9B,R9CB3J4M,ME Project Support to Mississippi-Common BL,,W,HHX,LR9CB3J4M,HHX,3J4M,201108,279.20,263.18,279.20,263.18,12530.50,12530.50,11218.68,48407.13,48407.13,39800.27,41686.36,0010,,L
LRIP9B,R9CB3J4M,ME Project Support to Mississippi-Common BL,,W,HHX,LR9CB3J4M,HHX,3J4M,201109,326.30,314.19,326.30,325.38,14644.34,14644.34,12768.42,56573.23,56573.23,45298.25,51538.53,0010,,L
LRIP9B,R9CB3J4M,ME Project Support to Mississippi-Common BL,,W,HHX,LR9CB3J4M,HHX,3J4M,201110,279.20,293.07,279.20,278.40,12530.50,12530.50,11804.68,48407.13,48407.13,41879.21,41516.62,0010,,L
LRIP9B,R9CB3J4M,ME Project Support to Mississippi-Common BL,,W,HHX,LR9CB3J4M,HHX,3J4M,201111,263.50,278.29,263.50,262.74,11825.88,11825.88,11087.46,45685.10,45685.10,39334.74,39181.31,0010,,L
LRIP9B,R9CB3J4M,ME Project Support to Mississippi-Common BL,,W,HHX,LR9CB3J4M,HHX,3J4M,201112,279.20,247.36,279.20,278.38,12530.50,12530.50,10066.62,48407.13,48407.13,35713.13,41514.23,0010,,L
LRIP9B,R9CB3J4M,ME Project Support to Mississippi-Common BL,,W,HHX,LR9CB3J4M,HHX,3J4M,201201,263.50,246.30,263.50,285.42,13024.81,13024.81,10066.98,48501.67,48501.67,36828.87,52536.86,0010,,L
LRIP9B,R9CB3J4M,ME Project Support to Mississippi-Common BL,,W,HHX,LR9CB3J4M,HHX,3J4M,201202,279.20,267.20,279.20,324.50,13800.86,13800.86,9990.48,51391.52,51391.52,35825.50,59612.18,0010,,L
LRIP9B,R9CB3J4M,ME Project Support to Mississippi-Common BL,,W,HHX,LR9CB3J4M,HHX,3J4M,201203,47.10,63.80,47.10,64.20,2328.15,2328.15,2601.07,8669.56,8669.56,9515.71,11419.54,0010,,L
LRIP9B,R9CB3M1G,Manufacturing Spt to MPS-Common BL,,W,HHX,LR9CB3M1G,HHX,3M1G,201103,25.90,51.00,25.90,51.00,614.35,614.35,1840.98,2373.32,2373.32,6531.21,4611.44,0010,,L
